batter,bowler,Balls_Faced,Runs_Scored,Times_Out,Fours,Sixes,Strike_Rate,Dismissal_Rate
SK Raina,P Awana,23,51,1,7,2,221.73913043478262,0.043478260869565216
Tilak Varma,HV Patel,14,31,0,3,2,221.42857142857144,0.0
M Vohra,AB Dinda,14,31,1,5,1,221.42857142857144,0.07142857142857142
GJ Maxwell,M Theekshana,14,31,1,0,4,221.42857142857144,0.07142857142857142
DA Miller,A Nortje,14,31,0,1,3,221.42857142857144,0.0
M Shahrukh Khan,C Green,14,31,0,2,3,221.42857142857144,0.0
KA Pollard,CJ Jordan,14,31,1,2,2,221.42857142857144,0.07142857142857142
LS Livingstone,Umran Malik,14,31,0,1,4,221.42857142857144,0.0
MK Lomror,Kuldeep Yadav,14,31,0,1,3,221.42857142857144,0.0
TH David,KK Ahmed,14,31,1,1,3,221.42857142857144,0.07142857142857142
GJ Maxwell,PJ Sangwan,10,22,0,1,2,220.00000000000003,0.0
Yuvraj Singh,JA Morkel,15,33,2,3,2,220.00000000000003,0.13333333333333333
WP Saha,L Balaji,15,33,1,4,1,220.00000000000003,0.06666666666666667
JEC Franklin,L Balaji,15,33,0,6,0,220.00000000000003,0.0
F du Plessis,AJ Tye,15,33,0,3,2,220.00000000000003,0.0
KM Jadhav,KW Richardson,10,22,0,1,2,220.00000000000003,0.0
DJ Hussey,KP Appanna,10,22,0,1,2,220.00000000000003,0.0
S Dhawan,BA Bhatt,10,22,0,3,1,220.00000000000003,0.0
YBK Jaiswal,PVD Chameera,10,22,0,3,1,220.00000000000003,0.0
SA Yadav,LS Livingstone,10,22,0,3,1,220.00000000000003,0.0
SR Watson,STR Binny,10,22,0,5,0,220.00000000000003,0.0
AB de Villiers,GC Viljoen,10,22,0,1,2,220.00000000000003,0.0
N Pooran,VG Arora,10,22,0,1,2,220.00000000000003,0.0
PJ Cummins,NM Coulter-Nile,10,22,0,3,1,220.00000000000003,0.0
D Padikkal,MR Marsh,10,22,0,5,0,220.00000000000003,0.0
CL White,IK Pathan,10,22,0,3,1,220.00000000000003,0.0
RD Gaikwad,G Coetzee,10,22,0,2,2,220.00000000000003,0.0
MK Tiwary,S Randiv,10,22,1,1,2,220.00000000000003,0.1
DJG Sammy,SR Watson,15,33,1,2,3,220.00000000000003,0.06666666666666667
RD Gaikwad,PWH de Silva,10,22,0,1,2,220.00000000000003,0.0
EJG Morgan,BA Stokes,10,22,1,2,2,220.00000000000003,0.1
RD Gaikwad,Arshad Khan,10,22,0,2,2,220.00000000000003,0.0
AT Rayudu,L Balaji,15,33,0,3,2,220.00000000000003,0.0
C Green,T Natarajan,15,33,1,3,1,220.00000000000003,0.06666666666666667
R Ashwin,UT Yadav,10,22,1,2,1,220.00000000000003,0.1
RA Tripathi,NM Coulter-Nile,15,33,0,5,2,220.00000000000003,0.0
V Sehwag,RA Jadeja,25,55,0,4,5,220.00000000000003,0.0
IK Pathan,RP Singh,31,68,1,6,4,219.3548387096774,0.03225806451612903
F du Plessis,JD Unadkat,37,81,3,6,7,218.9189189189189,0.08108108108108109
SA Yadav,PWH de Silva,16,35,0,0,4,218.75,0.0
SV Samson,GJ Maxwell,16,35,0,2,3,218.75,0.0
Mandeep Singh,V Pratap Singh,16,35,0,4,2,218.75,0.0
RG Sharma,VR Aaron,27,59,1,3,5,218.5185185185185,0.037037037037037035
AK Markram,NT Ellis,11,24,0,5,0,218.18181818181816,0.0
J Botha,DT Christian,11,24,0,2,1,218.18181818181816,0.0
MEK Hussey,J Syed Mohammad,11,24,1,1,2,218.18181818181816,0.09090909090909091
MJ Lumb,IK Pathan,11,24,0,6,0,218.18181818181816,0.0
MEK Hussey,AL Menaria,11,24,0,4,0,218.18181818181816,0.0
Aman Hakim Khan,MM Sharma,11,24,0,1,2,218.18181818181816,0.0
LS Livingstone,Akash Madhwal,11,24,0,2,1,218.18181818181816,0.0
V Kohli,CJ Dala,11,24,0,3,1,218.18181818181816,0.0
V Kohli,Arshad Khan,11,24,0,2,2,218.18181818181816,0.0
CA Ingram,GC Viljoen,11,24,0,5,0,218.18181818181816,0.0
DJ Bravo,PV Tambe,11,24,0,3,1,218.18181818181816,0.0
RN ten Doeschate,B Kumar,11,24,1,3,1,218.18181818181816,0.09090909090909091
MK Lomror,SP Narine,11,24,1,1,2,218.18181818181816,0.09090909090909091
C Green,YS Chahal,11,24,0,1,2,218.18181818181816,0.0
Shahbaz Ahmed,M Prasidh Krishna,11,24,0,1,3,218.18181818181816,0.0
CH Gayle,KC Cariappa,11,24,0,2,2,218.18181818181816,0.0
SM Curran,YS Chahal,22,48,0,5,2,218.18181818181816,0.0
VR Iyer,HR Shokeen,11,24,0,3,1,218.18181818181816,0.0
PP Shaw,MG Johnson,11,24,0,2,2,218.18181818181816,0.0
DA Miller,AD Russell,11,24,1,2,2,218.18181818181816,0.09090909090909091
PA Patel,JP Behrendorff,11,24,0,4,1,218.18181818181816,0.0
D Padikkal,R Sai Kishore,11,24,0,2,2,218.18181818181816,0.0
KC Sangakkara,SM Pollock,11,24,0,4,0,218.18181818181816,0.0
AB de Villiers,A Nehra,28,61,2,6,5,217.85714285714283,0.07142857142857142
RV Uthappa,RJ Harris,17,37,1,2,3,217.6470588235294,0.058823529411764705
GJ Maxwell,R Bhatia,17,37,0,4,2,217.6470588235294,0.0
RG Sharma,Joginder Sharma,17,37,0,3,3,217.6470588235294,0.0
JC Buttler,Sandeep Sharma,40,87,1,5,8,217.49999999999997,0.025
JP Duminy,AB Dinda,23,50,1,2,4,217.39130434782606,0.043478260869565216
BB McCullum,JA Morkel,29,63,0,8,4,217.24137931034483,0.0
A Badoni,M Theekshana,12,26,0,1,2,216.66666666666666,0.0
DR Smith,Karanveer Singh,12,26,0,3,2,216.66666666666666,0.0
TH David,Mohammed Shami,12,26,0,2,2,216.66666666666666,0.0
TM Head,YS Chahal,12,26,0,2,2,216.66666666666666,0.0
MC Henriques,AB Dinda,12,26,0,2,2,216.66666666666666,0.0
M Vohra,Mohammed Shami,12,26,0,2,2,216.66666666666666,0.0
RG Sharma,Mujeeb Ur Rahman,12,26,0,1,3,216.66666666666666,0.0
JC Buttler,Lalit Yadav,12,26,0,2,2,216.66666666666666,0.0
JA Morkel,GJ Maxwell,12,26,0,0,3,216.66666666666666,0.0
SA Yadav,TK Curran,12,26,0,4,1,216.66666666666666,0.0
LA Pomersbach,A Nehra,12,26,0,3,2,216.66666666666666,0.0
DA Warner,JW Hastings,12,26,1,6,0,216.66666666666666,0.08333333333333333
MP Stoinis,MM Ali,18,39,1,2,3,216.66666666666666,0.05555555555555555
MS Dhoni,RJ Harris,12,26,1,4,0,216.66666666666666,0.08333333333333333
AB de Villiers,S Kaul,24,52,1,8,1,216.66666666666666,0.041666666666666664
GJ Maxwell,CH Morris,12,26,1,3,1,216.66666666666666,0.08333333333333333
RR Pant,AD Russell,24,52,4,5,4,216.66666666666666,0.16666666666666666
AC Gilchrist,B Akhil,12,26,1,2,2,216.66666666666666,0.08333333333333333
AD Russell,SL Malinga,12,26,2,3,2,216.66666666666666,0.16666666666666666
CH Gayle,A Mishra,31,67,0,2,7,216.1290322580645,0.0
BB McCullum,Imran Tahir,19,41,0,5,2,215.78947368421052,0.0
AT Rayudu,DS Kulkarni,19,41,0,2,4,215.78947368421052,0.0
KH Pandya,A Mishra,19,41,1,3,4,215.78947368421052,0.05263157894736842
SV Samson,M Kartik,19,41,0,1,4,215.78947368421052,0.0
BB McCullum,TA Boult,19,41,0,8,1,215.78947368421052,0.0
JC Buttler,AD Russell,19,41,1,3,3,215.78947368421052,0.05263157894736842
Yuvraj Singh,YS Chahal,19,41,2,1,5,215.78947368421052,0.10526315789473684
TM Dilshan,Shoaib Ahmed,13,28,0,4,1,215.3846153846154,0.0
RG Sharma,Umran Malik,13,28,0,6,0,215.3846153846154,0.0
MK Tiwary,YS Chahal,13,28,0,2,2,215.3846153846154,0.0
AB de Villiers,CH Morris,33,71,0,6,5,215.15151515151513,0.0
JC Buttler,Shahbaz Ahmed,20,43,0,4,3,215.0,0.0
MM Ali,TA Boult,20,43,1,7,2,215.0,0.05
F du Plessis,LH Ferguson,27,58,0,8,2,214.81481481481484,0.0
NV Ojha,RR Powar,14,30,0,3,2,214.28571428571428,0.0
JP Duminy,JH Kallis,14,30,0,1,3,214.28571428571428,0.0
YBK Jaiswal,KK Ahmed,14,30,1,7,0,214.28571428571428,0.07142857142857142
DB Ravi Teja,PP Chawla,14,30,0,3,2,214.28571428571428,0.0
F du Plessis,Mukesh Choudhary,14,30,0,3,1,214.28571428571428,0.0
LRPL Taylor,AB Dinda,15,32,0,4,1,213.33333333333334,0.0
AT Rayudu,TG Southee,15,32,0,4,2,213.33333333333334,0.0
Shubman Gill,DJ Mitchell,15,32,0,1,3,213.33333333333334,0.0
S Dube,Yash Thakur,15,32,0,1,4,213.33333333333334,0.0
BB McCullum,KA Pollard,15,32,0,4,1,213.33333333333334,0.0
AD Russell,K Rabada,30,64,2,5,6,213.33333333333334,0.06666666666666667
SV Samson,AB Dinda,15,32,0,3,2,213.33333333333334,0.0
YK Pathan,M Ashwin,15,32,0,2,3,213.33333333333334,0.0
N Rana,Lalit Yadav,23,49,1,0,6,213.0434782608696,0.043478260869565216
AC Gilchrist,M Muralitharan,16,34,0,4,2,212.5,0.0
MS Dhoni,KK Ahmed,24,51,0,2,5,212.5,0.0
Shubman Gill,BB Sran,16,34,0,5,1,212.5,0.0
JC Buttler,A Nortje,24,51,1,9,1,212.5,0.041666666666666664
MS Dhoni,CJ Anderson,16,34,0,1,3,212.5,0.0
MA Agarwal,R Tewatia,16,34,1,3,2,212.5,0.0625
AD Russell,Arshdeep Singh,16,34,3,4,2,212.5,0.1875
SV Samson,Washington Sundar,24,51,1,1,6,212.5,0.041666666666666664
BJ Hodge,B Lee,16,34,1,4,2,212.5,0.0625
DJ Hussey,JR Hopes,16,34,1,0,4,212.5,0.0625
JP Duminy,JJ Bumrah,33,70,1,3,6,212.12121212121212,0.030303030303030304
M Vohra,BB Sran,17,36,0,4,2,211.76470588235296,0.0
R Parag,B Kumar,17,36,0,4,2,211.76470588235296,0.0
N Rana,MJ Santner,17,36,0,4,2,211.76470588235296,0.0
E Lewis,HV Patel,18,38,0,5,2,211.11111111111111,0.0
SR Watson,P Awana,18,38,1,5,2,211.11111111111111,0.05555555555555555
A Badoni,T Natarajan,18,38,0,7,0,211.11111111111111,0.0
YK Pathan,R Sharma,18,38,0,3,3,211.11111111111111,0.0
Abhishek Sharma,Mukesh Choudhary,27,57,1,5,4,211.11111111111111,0.037037037037037035
STR Binny,DJ Bravo,27,57,1,4,4,211.11111111111111,0.037037037037037035
M Vijay,PJ Sangwan,19,40,0,5,2,210.52631578947367,0.0
ST Jayasuriya,A Kumble,19,40,0,5,1,210.52631578947367,0.0
RV Uthappa,Avesh Khan,19,40,0,6,2,210.52631578947367,0.0
V Kohli,MA Starc,19,40,1,3,3,210.52631578947367,0.05263157894736842
AC Gilchrist,CK Langeveldt,19,40,1,2,4,210.52631578947367,0.05263157894736842
CH Morris,DJ Bravo,19,40,0,3,2,210.52631578947367,0.0
CH Gayle,AR Patel,29,61,2,1,8,210.3448275862069,0.06896551724137931
SA Yadav,SM Curran,29,61,2,6,4,210.3448275862069,0.06896551724137931
TL Suman,S Tyagi,10,21,0,3,1,210.0,0.0
Abhishek Sharma,Rashid Khan,30,63,1,3,5,210.0,0.03333333333333333
SPD Smith,L Balaji,10,21,0,4,0,210.0,0.0
DP Conway,D Wiese,10,21,0,2,1,210.0,0.0
AD Russell,TA Boult,10,21,2,3,1,210.0,0.2
RA Jadeja,R Vinay Kumar,20,42,0,3,2,210.0,0.0
YK Pathan,SC Ganguly,10,21,0,1,2,210.0,0.0
E Lewis,DT Christian,10,21,0,3,1,210.0,0.0
JC Buttler,J Yadav,10,21,0,1,2,210.0,0.0
JC Archer,SN Thakur,10,21,0,2,1,210.0,0.0
RA Jadeja,MN Samuels,10,21,1,1,2,210.0,0.1
SK Raina,DP Vijaykumar,10,21,0,3,1,210.0,0.0
Dhruv Jurel,TU Deshpande,10,21,1,1,2,210.0,0.1
SV Samson,I Sharma,10,21,0,3,1,210.0,0.0
MC Henriques,Z Khan,10,21,0,2,1,210.0,0.0
MK Pandey,RP Singh,10,21,0,2,1,210.0,0.0
SM Katich,Mohammad Asif,10,21,0,4,0,210.0,0.0
MC Henriques,S Aravind,10,21,0,2,1,210.0,0.0
CJ Anderson,Sandeep Sharma,10,21,0,3,1,210.0,0.0
BB McCullum,B Akhil,10,21,0,0,2,210.0,0.0
DPMD Jayawardene,SW Tait,10,21,0,4,0,210.0,0.0
SP Narine,Washington Sundar,10,21,0,1,2,210.0,0.0
F du Plessis,JP Behrendorff,20,42,0,2,4,210.0,0.0
PD Salt,AJ Hosein,10,21,0,4,0,210.0,0.0
S Dhawan,R McLaren,10,21,0,4,0,210.0,0.0
TH David,NT Ellis,10,21,0,1,1,210.0,0.0
PD Salt,NT Ellis,10,21,0,1,2,210.0,0.0
LMP Simmons,JP Faulkner,10,21,0,5,0,210.0,0.0
TM Head,Yash Dayal,10,21,0,1,2,210.0,0.0
Ishan Kishan,PWH de Silva,10,21,1,3,1,210.0,0.1
HM Amla,MC Henriques,10,21,0,2,1,210.0,0.0
RG Sharma,CJ Anderson,21,44,2,8,1,209.52380952380955,0.09523809523809523
Tilak Varma,Kuldeep Yadav,21,44,0,2,4,209.52380952380955,0.0
SPD Smith,S Kaushik,11,23,0,1,2,209.0909090909091,0.0
RA Tripathi,UT Yadav,33,69,0,8,3,209.0909090909091,0.0
RD Gaikwad,AD Russell,11,23,1,2,2,209.0909090909091,0.09090909090909091
AC Gilchrist,Mashrafe Mortaza,11,23,0,2,2,209.0909090909091,0.0
CA Lynn,RD Chahar,11,23,1,1,3,209.0909090909091,0.09090909090909091
V Sehwag,SC Ganguly,11,23,0,2,1,209.0909090909091,0.0
CH Gayle,Shakib Al Hasan,22,46,1,2,5,209.0909090909091,0.045454545454545456
RR Pant,PWH de Silva,11,23,1,3,1,209.0909090909091,0.09090909090909091
G Gambhir,RR Powar,11,23,1,3,0,209.0909090909091,0.09090909090909091
SR Tendulkar,VRV Singh,11,23,0,5,0,209.0909090909091,0.0
DA Warner,Umran Malik,11,23,0,3,1,209.0909090909091,0.0
S Badrinath,RR Raje,11,23,0,3,1,209.0909090909091,0.0
S Dube,MP Stoinis,11,23,2,1,2,209.0909090909091,0.18181818181818182
PBB Rajapaksa,SP Narine,11,23,0,3,1,209.0909090909091,0.0
HH Pandya,PP Chawla,22,46,2,2,5,209.0909090909091,0.09090909090909091
R Tewatia,Navdeep Saini,11,23,0,0,3,209.0909090909091,0.0
TH David,SM Curran,11,23,0,3,1,209.0909090909091,0.0
TM Head,Avesh Khan,11,23,1,2,2,209.0909090909091,0.09090909090909091
CJ Anderson,AR Patel,23,48,1,3,4,208.69565217391303,0.043478260869565216
YK Pathan,AD Russell,12,25,1,1,2,208.33333333333334,0.08333333333333333
JD Ryder,M Morkel,12,25,1,3,1,208.33333333333334,0.08333333333333333
DJ Mitchell,Rashid Khan,12,25,0,3,1,208.33333333333334,0.0
VR Iyer,SN Thakur,12,25,2,2,2,208.33333333333334,0.16666666666666666
Shubman Gill,Simarjeet Singh,12,25,0,2,2,208.33333333333334,0.0
B Sai Sudharsan,MJ Santner,12,25,0,3,1,208.33333333333334,0.0
SR Watson,KV Sharma,24,50,1,4,4,208.33333333333334,0.041666666666666664
YK Pathan,AB Agarkar,12,25,0,4,1,208.33333333333334,0.0
DA Warner,R Sharma,12,25,1,1,2,208.33333333333334,0.08333333333333333
SV Samson,Umran Malik,12,25,0,3,1,208.33333333333334,0.0
SV Samson,Yuvraj Singh,12,25,2,2,2,208.33333333333334,0.16666666666666666
AC Gilchrist,M Ntini,12,25,0,1,2,208.33333333333334,0.0
MM Ali,KH Pandya,12,25,0,2,2,208.33333333333334,0.0
RR Pant,CR Woakes,12,25,0,4,1,208.33333333333334,0.0
A Ashish Reddy,AD Mathews,12,25,0,1,2,208.33333333333334,0.0
SS Iyer,K Gowtham,24,50,0,1,5,208.33333333333334,0.0
AB de Villiers,P Kumar,25,52,0,3,5,208.0,0.0
DA Miller,S Kaul,13,27,0,2,2,207.6923076923077,0.0
N Pooran,HH Pandya,13,27,0,1,2,207.6923076923077,0.0
JEC Franklin,BA Bhatt,13,27,0,2,2,207.6923076923077,0.0
KA Pollard,SN Thakur,26,54,0,4,4,207.6923076923077,0.0
SA Asnodkar,AB Agarkar,13,27,0,4,1,207.6923076923077,0.0
R Dravid,RA Jadeja,13,27,0,3,2,207.6923076923077,0.0
SO Hetmyer,KK Ahmed,13,27,0,2,2,207.6923076923077,0.0
SA Yadav,Umran Malik,13,27,0,6,0,207.6923076923077,0.0
Y Venugopal Rao,M Kartik,13,27,0,1,3,207.6923076923077,0.0
S Dube,PWH de Silva,13,27,0,2,2,207.6923076923077,0.0
SK Raina,Sandeep Sharma,53,110,2,14,5,207.54716981132074,0.03773584905660377
Ishan Kishan,Navdeep Saini,27,56,0,3,5,207.4074074074074,0.0
SS Tiwary,PJ Sangwan,14,29,1,2,2,207.14285714285717,0.07142857142857142
AJ Finch,R Bhatia,14,29,1,1,3,207.14285714285717,0.07142857142857142
DA Warner,AD Russell,28,58,1,6,3,207.14285714285717,0.03571428571428571
JP Duminy,RS Bopara,14,29,0,4,1,207.14285714285717,0.0
Mandeep Singh,A Nehra,14,29,0,6,0,207.14285714285717,0.0
Q de Kock,K Gowtham,14,29,0,4,1,207.14285714285717,0.0
Q de Kock,MG Johnson,14,29,0,3,2,207.14285714285717,0.0
NV Ojha,SJ Srivastava,14,29,1,2,3,207.14285714285717,0.07142857142857142
A Badoni,R Shepherd,14,29,1,3,2,207.14285714285717,0.07142857142857142
AM Rahane,DJ Bravo,28,58,1,8,1,207.14285714285717,0.03571428571428571
DR Smith,JP Faulkner,29,60,1,6,5,206.89655172413794,0.034482758620689655
KK Nair,S Gopal,15,31,0,3,2,206.66666666666669,0.0
GJ Maxwell,AF Milne,15,31,0,5,1,206.66666666666669,0.0
JC Buttler,MM Sharma,15,31,2,7,0,206.66666666666669,0.13333333333333333
BB McCullum,I Sharma,15,31,1,2,3,206.66666666666669,0.06666666666666667
AB de Villiers,JP Faulkner,30,62,1,5,4,206.66666666666669,0.03333333333333333
Mandeep Singh,JP Faulkner,15,31,1,5,1,206.66666666666669,0.06666666666666667
Ishan Kishan,Arshdeep Singh,15,31,3,5,1,206.66666666666669,0.2
JP Duminy,R Vinay Kumar,30,62,0,4,4,206.66666666666669,0.0
Abhishek Sharma,I Sharma,15,31,0,7,0,206.66666666666669,0.0
RD Gaikwad,Kuldeep Yadav,15,31,0,1,3,206.66666666666669,0.0
PP Shaw,K Gowtham,15,31,1,5,1,206.66666666666669,0.06666666666666667
V Kohli,VR Aaron,16,33,0,4,2,206.25,0.0
DA Warner,AC Thomas,16,33,0,3,3,206.25,0.0
JP Duminy,M Morkel,16,33,1,1,3,206.25,0.0625
V Kohli,A Zampa,16,33,0,3,2,206.25,0.0
TM Head,HH Pandya,16,33,0,5,1,206.25,0.0
V Sehwag,Pankaj Singh,16,33,1,6,1,206.25,0.0625
MK Pandey,P Awana,17,35,0,2,2,205.88235294117646,0.0
RA Jadeja,HV Patel,35,72,1,4,6,205.7142857142857,0.02857142857142857
KK Nair,BB Sran,18,37,0,5,2,205.55555555555554,0.0
BB McCullum,SR Watson,18,37,1,3,3,205.55555555555554,0.05555555555555555
JC Buttler,CH Morris,18,37,1,4,3,205.55555555555554,0.05555555555555555
BJ Hodge,IK Pathan,19,39,1,7,0,205.26315789473685,0.05263157894736842
KA Pollard,R Vinay Kumar,20,41,2,1,4,204.99999999999997,0.1
KH Pandya,S Kaul,20,41,1,6,2,204.99999999999997,0.05
MP Stoinis,Mustafizur Rahman,21,43,1,3,4,204.76190476190476,0.047619047619047616
A Symonds,SK Trivedi,21,43,1,4,2,204.76190476190476,0.047619047619047616
SV Samson,Mohsin Khan,22,45,0,3,4,204.54545454545453,0.0
BJ Hodge,DW Steyn,22,45,1,9,0,204.54545454545453,0.045454545454545456
JM Bairstow,PP Chawla,22,45,1,3,4,204.54545454545453,0.045454545454545456
GJ Maxwell,Avesh Khan,23,47,0,4,3,204.34782608695653,0.0
H Klaasen,YS Chahal,26,53,1,1,6,203.84615384615384,0.038461538461538464
CH Gayle,HH Pandya,26,53,1,6,4,203.84615384615384,0.038461538461538464
HH Pandya,JD Unadkat,29,59,2,5,4,203.44827586206895,0.06896551724137931
SA Yadav,S Kaul,30,61,1,11,1,203.33333333333331,0.03333333333333333
CH Gayle,R McLaren,30,61,0,6,4,203.33333333333331,0.0
AB de Villiers,SL Malinga,61,124,1,10,8,203.27868852459017,0.01639344262295082
K Rabada,HH Pandya,11,22,1,1,2,200.0,0.09090909090909091
KP Pietersen,IK Pathan,12,24,0,4,0,200.0,0.0
SK Raina,R Ninan,10,20,1,2,1,200.0,0.1
EJG Morgan,NM Coulter-Nile,13,26,1,0,3,200.0,0.07692307692307693
KP Pietersen,Kamran Khan,15,30,0,4,1,200.0,0.0
KH Pandya,DT Christian,16,32,1,4,1,200.0,0.0625
CH Morris,A Zampa,10,20,0,2,1,200.0,0.0
JP Duminy,MM Sharma,15,30,0,5,0,200.0,0.0
RN ten Doeschate,AD Mathews,12,24,0,3,1,200.0,0.0
KH Pandya,PP Chawla,32,64,2,4,5,200.0,0.0625
MEK Hussey,R Sathish,10,20,0,3,0,200.0,0.0
AB de Villiers,VR Aaron,16,32,0,4,1,200.0,0.0
SV Samson,AS Joseph,10,20,0,0,3,200.0,0.0
MP Stoinis,RD Chahar,39,78,3,3,8,200.0,0.07692307692307693
MP Stoinis,SM Curran,12,24,2,3,1,200.0,0.16666666666666666
JP Duminy,LR Shukla,10,20,0,1,2,200.0,0.0
JC Buttler,Avesh Khan,20,40,2,3,4,200.0,0.1
AM Rahane,HH Pandya,27,54,1,5,3,200.0,0.037037037037037035
H Klaasen,A Nortje,15,30,1,1,2,200.0,0.06666666666666667
N Rana,SB Jakati,11,22,0,3,1,200.0,0.0
YBK Jaiswal,PP Chawla,23,46,0,3,4,200.0,0.0
KD Karthik,K Kartikeya,11,22,0,3,1,200.0,0.0
H Klaasen,Mohammed Siraj,14,28,1,4,1,200.0,0.07142857142857142
SR Watson,R Vinay Kumar,32,64,1,5,4,200.0,0.03125
N Pooran,RD Chahar,26,52,0,2,4,200.0,0.0
RR Rossouw,Ravi Bishnoi,12,24,1,3,1,200.0,0.08333333333333333
RR Pant,BCJ Cutting,12,24,0,3,1,200.0,0.0
RV Uthappa,Akash Deep,12,24,0,2,2,200.0,0.0
PP Shaw,Sandeep Sharma,12,24,1,2,1,200.0,0.08333333333333333
GJ Maxwell,Harbhajan Singh,30,60,1,5,4,200.0,0.03333333333333333
MK Tiwary,SR Watson,11,22,0,4,1,200.0,0.0
AM Rahane,VR Aaron,15,30,0,4,1,200.0,0.0
Gurkeerat Singh,AD Russell,10,20,3,4,0,200.0,0.3
Ishan Kishan,MM Sharma,14,28,0,2,2,200.0,0.0
V Sehwag,A Mishra,25,50,1,4,3,200.0,0.04
KL Rahul,VR Aaron,14,28,0,2,2,200.0,0.0
CJ Anderson,PV Tambe,14,28,0,4,1,200.0,0.0
SK Raina,DJG Sammy,10,20,0,3,0,200.0,0.0
MK Pandey,PWH de Silva,12,24,1,3,1,200.0,0.08333333333333333
EJG Morgan,RP Singh,14,28,1,4,1,200.0,0.07142857142857142
SP Narine,I Sharma,14,28,1,2,3,200.0,0.07142857142857142
Shubman Gill,KA Jamieson,16,32,1,4,2,200.0,0.0625
SP Narine,AR Patel,16,32,1,2,3,200.0,0.0625
RV Uthappa,S Gopal,15,30,0,0,4,200.0,0.0
SA Yadav,MG Johnson,21,42,1,2,4,200.0,0.047619047619047616
SE Marsh,DJ Hooda,25,50,0,3,4,200.0,0.0
Shashank Singh,MM Sharma,11,22,0,2,1,200.0,0.0
Salman Butt,M Muralitharan,13,26,0,3,1,200.0,0.0
SW Billings,PP Chawla,15,30,0,4,0,200.0,0.0
RA Tripathi,B Kumar,15,30,0,5,1,200.0,0.0
V Sehwag,VRV Singh,10,20,0,1,2,200.0,0.0
RD Gaikwad,I Sharma,10,20,0,4,0,200.0,0.0
MK Pandey,Shakib Al Hasan,11,22,0,1,2,200.0,0.0
JR Hopes,JDP Oram,11,22,0,5,0,200.0,0.0
JM Sharma,KR Sen,12,24,0,2,2,200.0,0.0
SV Samson,JDS Neesham,10,20,1,2,1,200.0,0.1
WP Saha,KA Pollard,10,20,0,2,1,200.0,0.0
DR Smith,R Bhatia,15,30,1,3,1,200.0,0.06666666666666667
KL Rahul,Lalit Yadav,11,22,0,3,1,200.0,0.0
RG Sharma,SM Curran,14,28,1,3,2,200.0,0.07142857142857142
MK Pandey,JP Duminy,20,40,0,5,2,200.0,0.0
B Sai Sudharsan,A Nortje,20,40,0,3,3,200.0,0.0
S Badrinath,JR Hopes,19,38,0,4,2,200.0,0.0
N Pooran,LS Livingstone,11,22,0,3,1,200.0,0.0
N Pooran,Mustafizur Rahman,15,30,0,4,1,200.0,0.0
Shubman Gill,Fazalhaq Farooqi,12,24,0,4,0,200.0,0.0
SN Khan,Avesh Khan,13,26,0,5,0,200.0,0.0
HH Gibbs,MS Gony,11,22,1,4,1,200.0,0.09090909090909091
SC Ganguly,PP Chawla,23,46,1,2,4,200.0,0.043478260869565216
Abhishek Sharma,CV Varun,14,28,1,1,3,200.0,0.07142857142857142
SA Yadav,Mohammed Shami,20,40,1,6,2,200.0,0.05
RV Uthappa,IC Pandey,21,42,0,7,1,200.0,0.0
Abhishek Sharma,Harpreet Brar,10,20,1,0,3,200.0,0.1
BB McCullum,AA Noffke,12,24,0,1,2,200.0,0.0
JM Bairstow,Mohammed Siraj,30,60,1,8,4,200.0,0.03333333333333333
AK Markram,VG Arora,11,22,1,3,1,200.0,0.09090909090909091
AB de Villiers,KC Cariappa,11,22,1,2,1,200.0,0.09090909090909091
S Dube,T Natarajan,21,42,1,0,5,200.0,0.047619047619047616
SPD Smith,KA Pollard,19,38,1,2,3,200.0,0.05263157894736842
AT Rayudu,A Nortje,14,28,0,2,2,200.0,0.0
SO Hetmyer,RP Meredith,10,20,0,1,2,200.0,0.0
RA Tripathi,Kuldeep Yadav,19,38,1,1,4,200.0,0.05263157894736842
HH Pandya,SN Thakur,15,30,0,2,2,200.0,0.0
TH David,B Kumar,16,32,1,2,2,200.0,0.0625
MS Bisla,V Kohli,12,24,0,3,1,200.0,0.0
M Vohra,MC Henriques,11,22,0,4,0,200.0,0.0
HH Pandya,KR Sen,12,24,0,5,0,200.0,0.0
AM Rahane,S Aravind,27,54,0,10,1,200.0,0.0
KD Karthik,D Pretorius,10,20,1,0,2,200.0,0.1
KD Karthik,JD Unadkat,62,124,0,13,7,200.0,0.0
KD Karthik,MM Patel,10,20,1,2,1,200.0,0.1
Ishan Kishan,P Dubey,14,28,0,4,1,200.0,0.0
V Kohli,Suyash Sharma,10,20,0,3,0,200.0,0.0
CH Gayle,Washington Sundar,16,32,0,0,4,200.0,0.0
RA Jadeja,A Nortje,16,32,0,1,3,200.0,0.0
PA Patel,JC Archer,14,28,1,3,2,200.0,0.07142857142857142
DA Miller,KA Pollard,24,48,1,2,4,200.0,0.041666666666666664
N Rana,Navdeep Saini,10,20,0,1,2,200.0,0.0
DA Miller,I Sharma,14,28,1,2,3,200.0,0.07142857142857142
CH Gayle,R Bhatia,32,64,2,3,6,200.0,0.0625
R Powell,B Kumar,10,20,1,1,1,200.0,0.1
PBB Rajapaksa,SN Thakur,11,22,1,3,1,200.0,0.09090909090909091
PA Patel,MG Johnson,42,84,1,15,2,200.0,0.023809523809523808
