batter,bowler,Balls_Faced,Runs_Scored,Times_Out,Fours,Sixes,Strike_Rate,Dismissal_Rate
DJ Hooda,R Ashwin,34,32,3,2,0,94.11764705882352,0.08823529411764706
WP Saha,Sandeep Sharma,17,16,0,3,0,94.11764705882352,0.0
SM Curran,NM Coulter-Nile,17,16,0,1,1,94.11764705882352,0.0
G Gambhir,Yuvraj Singh,17,16,0,2,0,94.11764705882352,0.0
OA Shah,SP Narine,17,16,1,1,0,94.11764705882352,0.058823529411764705
GC Smith,DP Nannes,17,16,1,3,0,94.11764705882352,0.058823529411764705
KC Sangakkara,AB Dinda,17,16,1,3,0,94.11764705882352,0.058823529411764705
EJG Morgan,S Sreesanth,17,16,0,1,1,94.11764705882352,0.0
GJ Bailey,PP Chawla,33,31,2,0,1,93.93939393939394,0.06060606060606061
M Vijay,PP Ojha,33,31,1,1,1,93.93939393939394,0.030303030303030304
KH Pandya,SP Narine,33,31,3,3,1,93.93939393939394,0.09090909090909091
Abhishek Sharma,VG Arora,16,15,1,2,0,93.75,0.0625
KS Williamson,C Sakariya,16,15,0,1,0,93.75,0.0
JH Kallis,JD Unadkat,16,15,0,2,0,93.75,0.0
MEK Hussey,AC Thomas,16,15,0,2,0,93.75,0.0
AB de Villiers,JP Duminy,16,15,0,1,0,93.75,0.0
DP Conway,Mohammed Shami,16,15,3,2,0,93.75,0.1875
AM Nayar,PP Chawla,16,15,1,1,0,93.75,0.0625
YBK Jaiswal,HV Patel,16,15,1,0,1,93.75,0.0625
UBT Chand,P Kumar,16,15,2,0,2,93.75,0.125
RA Tripathi,CR Woakes,16,15,1,2,0,93.75,0.0625
SM Curran,CV Varun,16,15,0,0,1,93.75,0.0
MS Dhoni,A Symonds,16,15,1,0,1,93.75,0.0625
HH Gibbs,PP Chawla,32,30,2,0,2,93.75,0.0625
LRPL Taylor,PP Ojha,16,15,2,1,1,93.75,0.125
NV Ojha,PV Tambe,16,15,1,1,0,93.75,0.0625
VVS Laxman,I Sharma,16,15,0,1,1,93.75,0.0
DPMD Jayawardene,SP Narine,16,15,0,1,0,93.75,0.0
MC Henriques,MJ McClenaghan,16,15,0,2,0,93.75,0.0
G Gambhir,Sandeep Sharma,46,43,2,6,0,93.47826086956522,0.043478260869565216
M Vijay,SL Malinga,46,43,2,5,0,93.47826086956522,0.043478260869565216
JP Duminy,SK Raina,15,14,0,1,0,93.33333333333333,0.0
J Botha,A Mishra,30,28,0,1,0,93.33333333333333,0.0
BB McCullum,MM Patel,15,14,0,2,0,93.33333333333333,0.0
M Klinger,IK Pathan,15,14,0,3,0,93.33333333333333,0.0
JC Buttler,K Kartikeya,15,14,0,0,1,93.33333333333333,0.0
R McLaren,WD Parnell,15,14,0,3,0,93.33333333333333,0.0
SO Hetmyer,PWH de Silva,15,14,1,2,0,93.33333333333333,0.06666666666666667
RG Sharma,RE van der Merwe,30,28,0,2,1,93.33333333333333,0.0
DR Smith,Imran Tahir,15,14,3,2,0,93.33333333333333,0.2
Shakib Al Hasan,SL Malinga,15,14,3,1,0,93.33333333333333,0.2
SR Tendulkar,LR Shukla,15,14,1,2,0,93.33333333333333,0.06666666666666667
SR Tendulkar,AJ Finch,15,14,1,2,0,93.33333333333333,0.06666666666666667
AB de Villiers,Ravi Bishnoi,15,14,0,2,0,93.33333333333333,0.0
JC Buttler,Ravi Bishnoi,15,14,1,1,0,93.33333333333333,0.06666666666666667
CA Pujara,M Morkel,15,14,1,2,0,93.33333333333333,0.06666666666666667
MK Lomror,Rashid Khan,15,14,0,1,0,93.33333333333333,0.0
DJ Hooda,MM Sharma,15,14,3,0,0,93.33333333333333,0.2
RA Tripathi,A Nortje,15,14,1,1,0,93.33333333333333,0.06666666666666667
RE van der Merwe,RP Singh,15,14,1,2,0,93.33333333333333,0.06666666666666667
RA Jadeja,CV Varun,15,14,0,0,0,93.33333333333333,0.0
TM Dilshan,S Sreesanth,15,14,3,3,0,93.33333333333333,0.2
DJ Hussey,RA Jadeja,15,14,0,1,0,93.33333333333333,0.0
YK Pathan,SB Jakati,30,28,2,1,2,93.33333333333333,0.06666666666666667
FY Fazal,A Symonds,15,14,0,1,0,93.33333333333333,0.0
G Gambhir,BW Hilfenhaus,15,14,1,0,1,93.33333333333333,0.06666666666666667
A Mishra,SK Trivedi,15,14,1,1,0,93.33333333333333,0.06666666666666667
RM Patidar,M Prasidh Krishna,15,14,0,3,0,93.33333333333333,0.0
A Mishra,SC Ganguly,15,14,0,1,0,93.33333333333333,0.0
S Sohal,SL Malinga,15,14,0,3,0,93.33333333333333,0.0
S Sohal,RP Singh,15,14,2,2,0,93.33333333333333,0.13333333333333333
RG Sharma,Yuvraj Singh,44,41,1,2,1,93.18181818181817,0.022727272727272728
RA Tripathi,Ravi Bishnoi,29,27,1,2,0,93.10344827586206,0.034482758620689655
N Pooran,Rashid Khan,29,27,1,0,1,93.10344827586206,0.034482758620689655
D Brevis,R Sai Kishore,14,13,0,0,1,92.85714285714286,0.0
MK Tiwary,AD Russell,14,13,0,2,0,92.85714285714286,0.0
RA Jadeja,SK Raina,14,13,0,1,0,92.85714285714286,0.0
RA Jadeja,VRV Singh,14,13,0,1,0,92.85714285714286,0.0
DJ Bravo,JD Unadkat,14,13,0,1,0,92.85714285714286,0.0
AL Menaria,YK Pathan,14,13,2,0,1,92.85714285714286,0.14285714285714285
MEK Hussey,JP Duminy,14,13,0,1,0,92.85714285714286,0.0
MEK Hussey,WD Parnell,14,13,0,2,0,92.85714285714286,0.0
JP Duminy,R Dhawan,14,13,0,1,0,92.85714285714286,0.0
AD Mathews,SR Watson,14,13,1,1,0,92.85714285714286,0.07142857142857142
TL Suman,DP Nannes,14,13,0,1,0,92.85714285714286,0.0
KK Nair,R Ashwin,14,13,1,1,0,92.85714285714286,0.07142857142857142
KA Pollard,IK Pathan,14,13,3,1,0,92.85714285714286,0.21428571428571427
RA Jadeja,DS Kulkarni,14,13,2,1,0,92.85714285714286,0.14285714285714285
WP Saha,M Theekshana,14,13,0,0,0,92.85714285714286,0.0
Gurkeerat Singh,RA Jadeja,14,13,1,1,0,92.85714285714286,0.07142857142857142
M Vijay,JE Taylor,14,13,0,1,0,92.85714285714286,0.0
MA Agarwal,Kuldeep Yadav,14,13,0,0,0,92.85714285714286,0.0
M Shahrukh Khan,YS Chahal,14,13,1,1,1,92.85714285714286,0.07142857142857142
VR Iyer,Vijaykumar Vyshak,14,13,0,0,0,92.85714285714286,0.0
M Vijay,CH Gayle,14,13,0,0,1,92.85714285714286,0.0
Q de Kock,S Sandeep Warrier,14,13,0,0,1,92.85714285714286,0.0
Harbhajan Singh,AB Dinda,14,13,2,1,0,92.85714285714286,0.14285714285714285
DT Christian,Yuvraj Singh,14,13,1,1,0,92.85714285714286,0.07142857142857142
R Dravid,DL Vettori,42,39,1,3,0,92.85714285714286,0.023809523809523808
Salman Butt,SR Watson,14,13,0,2,0,92.85714285714286,0.0
SP Narine,S Gopal,14,13,2,1,1,92.85714285714286,0.14285714285714285
RV Uthappa,PP Ojha,41,38,1,2,1,92.6829268292683,0.024390243902439025
N Rana,JJ Bumrah,27,25,2,4,0,92.5925925925926,0.07407407407407407
BB McCullum,DL Vettori,27,25,2,4,0,92.5925925925926,0.07407407407407407
PA Patel,SL Malinga,27,25,3,3,0,92.5925925925926,0.1111111111111111
DJ Hussey,A Nehra,13,12,1,0,1,92.3076923076923,0.07692307692307693
JM Bairstow,JC Archer,13,12,1,2,0,92.3076923076923,0.07692307692307693
RA Jadeja,MF Maharoof,13,12,0,1,0,92.3076923076923,0.0
SS Iyer,JC Archer,13,12,0,2,0,92.3076923076923,0.0
F du Plessis,M Theekshana,26,24,1,1,1,92.3076923076923,0.038461538461538464
BA Stokes,CH Morris,13,12,2,0,1,92.3076923076923,0.15384615384615385
